state,season,crop_name,sub_region,sow_start_month,sow_end_month,harvest_month_range,seed_rate_kg_ha,row_spacing_cm,plant_spacing_cm,nursery_days,duration_days,notes
Telangana,kharif,Castor,,6,7,,,,,,,"Sow high yielding hybrids ICH-5, ICH-66, PCH-111, DCH-519, ICH-6, PCS-262 from June 15 to July 15 under rainfed conditions."
Tripura,kharif,maize,,,,,,,,,,"High yielding varieties include RCM 1-1, RCM 1-2, RCM 1-3, Vijay Composite, DA 61-A, HQPM-1, and HQPM-2. Perform three deep ploughings, ensure proper drainage, and earthing up."
Tripura,kharif,paddy,,5,6,,,,,20,135,"Raise nursery for varieties CR Dhan 310, CR Dhan 311, Gomati, Swarna Masuri. Seed treatment 24h before sowing with Carbendazim/Captan or Trichoderma viride. Transplant seedlings based on duration."
Tripura,kharif,cucurbits,,,,,,,,,,Start seed treatment before sowing; nursery on raised beds with polythene cover; control melon fly and downy mildew with recommended measures.
Tripura,kharif,okra,,5,6,,8,75,30,,,"Varieties Baazigar-0865 (Sakata), Simba-0895 (Sakata), NS 7774 (Namdhari Seeds), Lavanya (Advanta), Arka Nikita, Arka Abhay."
Tripura,kharif,tomato,,5,6,,2.5,75,30,,,"Varieties Baazigar-0865 (Sakata), Simba-0895 (Sakata), NS 7774 (Namdhari Seeds), Lavanya (Advanta), Arka Nikita, Arka Abhay."
Tripura,kharif,ginger & turmeric,,5,5,,,40,20,,,Plant rhizomes with spacing 40x20 cm; dip rhizomes in Trichoderma solutions before planting; mulch beds with dry paddy straw or green leaves.
Uttar Pradesh,kharif,ginger,,5,5,,,40,20,,,"Plant rhizomes in ridges and furrows; recommended varieties Varadha, Nadia"
Uttar Pradesh,kharif,turmeric,,5,5,,,40,20,,,"Plant rhizomes in ridges and furrows; recommended varieties Megha Turmeric 1, Lakadong"
Uttar Pradesh,kharif,direct seeded rice,,6,6,,20,20,25,,,Sow depth 2-3 cm; seed rate 20-30 kg/ha depending on grain type and sowing method
Uttar Pradesh,kharif,puddled transplanted rice,,6,7,,,20,15,20,,"Transplant 20-25 day-old seedlings, 2-3 seedlings per hill"
Uttar Pradesh,kharif,basmati rice,,6,7,,30,20,15,25,,Transplant 25-30 day-old seedlings at 20x15 cm spacing; nursery sowing mid-June to mid-July
Uttar Pradesh,kharif,maize,,6,,,20,60,20,,,Sow 10-15 days before onset of rain for irrigated; after moisture buildup for rainfed
Uttarakhand,kharif,Rice,"Tarai, Bhabhar & Plain",5,6,,40,20,10,,,"Nursery sowing 2nd fortnight May to 1st week June, transplanting end June to 1st week July; for basmati 1.0 kg seed per 25 m2 nursery"
Uttarakhand,kharif,Rice,valley & lower hill (<900 msl),5,6,,40,,,,,"Nursery sowing May 2nd fortnight to June 1st week, transplanting last week June"
Uttarakhand,kharif,Rice,mid hills (900-1500 msl),5,5,,40,,,,,"Nursery sowing May 1st fortnight, transplanting 2nd fortnight June"
Uttarakhand,kharif,Jethi rice,,5,6,,,,,,,Sowing direct seed 4th week May to 1st week June
Uttarakhand,kharif,Chetaki rice,,3,4,,,,,,,Sowing mid March to 1st fortnight April
Uttarakhand,kharif,Maize,"Tarai, Bhabhar & Plain",6,7,,18,60,22.5,,,Sowing mid-June to mid-July; line sowing at 5 cm depth
Uttarakhand,kharif,Maize,lower hill,6,6,,18,60,22.5,,,Sowing 1st week June to mid-June
Uttarakhand,kharif,Maize,mid hill,5,6,,18,60,22.5,,,Sowing May end to mid-June
Uttarakhand,kharif,Maize,higher hill,4,5,,18,60,22.5,,,Sowing April end to mid-May
West Bengal,kharif,Rice,,6,6,,,,,25,,"Seed bed prep May 20 to June 5, Transplant June 10 to 25. 25-35 days old seedlings."
West Bengal,kharif,Maize,,,,,,,,,,"Suitable for upland/medium upland, coarse textured soil."
West Bengal,kharif,Jute,,,,,,,,,,Main summer cash crop with water scarcity in retting ponds.
West Bengal,kharif,Black gram,,,,,,,,,,Suitable for up or medium upland with good drainage.
Jammu & Kashmir,Kharif,Rice,Jammu,5,5,,50,15,15,25,,"Transplant 2-3 seedlings per hill, shallow transplanting recommended, maintain 2-3 cm water level"
Jammu & Kashmir,Kharif,Paddy,Jammu,,,,,,,,,Use blast-resistant coarse/semi-fine varieties in sub-tropical zones; early blast and cold tolerant types in temperate and sub-temperate areas
Jammu & Kashmir,Kharif,Maize,Jammu,,,,,75,20,,,"Spacing 75x20 cm for hybrids, 60x20 cm for composites"
Jammu & Kashmir,Kharif,Bhindi (Okra),Jammu & Kashmir,,,,6,60,45,,,"Varieties suitable for rainy season, seed rate 4.8-6.0 kg/acre"
Jammu & Kashmir,Kharif,Chillies,Jammu & Kashmir,,,,0.32,45,30,,,Seed rate 280-320 g/acre
Jammu & Kashmir,Kharif,Moong,Jammu,5,5,,40,45,10,,,Complete sowing in first fortnight of May.
Jammu & Kashmir,Kharif,Soybean,Jammu,5,5,,40,45,10,,,Complete sowing in first fortnight of May. Same spacing and seed rate as moong.
Jammu & Kashmir,Kharif,Cowpea,Jammu,5,5,,60,30,10,,,Complete sowing in first fortnight of May. Bush type seed rate 60-70 kg/ha and spacing 30x10 cm; Pole type 30-35 kg/ha and 60x20 cm.
Jammu & Kashmir,Kharif,Rajmash (Kidney Bean),Jammu,5,5,,30,60,20,,,Complete sowing in first fortnight of May. Pole type spacing and seed rate.
Jammu & Kashmir,Kharif,Brinjal,Jammu & Kashmir,4,5,,0.5,60,45,,,Seed rate 500-750 g/ha for varieties; spacing 60x45 cm.
Jammu & Kashmir,Kharif,Bell Pepper,Jammu & Kashmir,4,5,,1,60,45,,,Seed rate 1-1.5 kg/ha for varieties; spacing 60x45 cm.
Jammu & Kashmir,Kharif,Chillies,Jammu & Kashmir,4,5,,1.75,30,25,,,"Recommended varieties include Shalimar Long, Kashmir Long 1, PC-56."
Jammu & Kashmir,Kharif,Tomato,Kashmir,3,4,,0.55,60,45,,,Spacing varies 45x30 cm for S-I variety; 60x45 cm for Roma and S-II.
Jammu & Kashmir,Kharif,Potato,Kashmir,,,,2000,60,20,,,Seed tubers spaced at 60x20 cm; seed rate 20-25 q/ha.
Jammu & Kashmir,Kharif,Bottle Gourd,Kashmir,4,5,,7,200,100,,,Seeds sown @6-8 kg/ha directly in mid-April-May.
Jammu & Kashmir,Kharif,Cucumber,Kashmir,4,5,,5.5,150,60,28,,Seeds sown mid-April-May; pre-soaked; 2-3 seeds planted per hill.
Jammu & Kashmir,Kharif,Bitter Gourd,Kashmir,4,5,,2.5,120,30,,,For varieties sown mid-April-May.
Jammu & Kashmir,Kharif,French Bean,Kashmir,4,6,,80,30,10,,,Bush type sown April to June.
Jammu & Kashmir,Kharif,Bhindi (Okra),Kashmir,4,5,,18,45,30,,,"Seed pre-soaked, sown on ridge tops."
